30/7/2023,0.768598,0.76944,0.763187,0.769005,0.769005,0
31/7/2023,0.769002,0.770124,0.768738,0.769518,0.769518,0
1/8/2023,0.769469,0.772879,0.769126,0.772375,0.772375,6
2/8/2023,0.772316,0.772946,0.76875,0.769107,0.769107,0
3/8/2023,0.769107,0.862925,0.757062,0.84144,0.84144,393
4/8/2023,0.841443,0.862816,0.840984,0.861905,0.861905,45
5/8/2023,0.861898,0.862218,0.861047,0.861383,0.861383,19
6/8/2023,0.861447,0.861447,0.85717,0.857327,0.857327,21
7/8/2023,0.85733,0.883645,0.84364,0.863099,0.863099,35
8/8/2023,0.863046,0.863278,0.835584,0.836466,0.836466,212
9/8/2023,0.836457,0.863721,0.836457,0.863497,0.863497,9
10/8/2023,0.863469,0.866066,0.862945,0.86542,0.86542,0
11/8/2023,0.865443,0.865647,0.864875,0.865261,0.865261,0
12/8/2023,0.865261,0.873081,0.865261,0.872705,0.872705,0
13/8/2023,0.872716,0.876103,0.861311,0.861411,0.861411,5
14/8/2023,0.861384,0.875622,0.860832,0.875471,0.875471,0
15/8/2023,0.875471,0.875471,0.866029,0.866496,0.866496,4
16/8/2023,0.866491,0.875316,0.86643,0.866597,0.866597,15
17/8/2023,0.866567,0.875612,0.863004,0.864658,0.864658,1
18/8/2023,0.864571,0.864989,0.863897,0.863936,0.863936,1
19/8/2023,0.863936,0.871932,0.863936,0.871445,0.871445,4
20/8/2023,0.871483,0.885366,0.871483,0.88505,0.88505,5
21/8/2023,0.885023,0.885236,0.86557,0.865764,0.865764,20
22/8/2023,0.865806,0.865992,0.860867,0.861034,0.861034,21
23/8/2023,0.861034,0.876159,0.860833,0.875814,0.875814,0
24/8/2023,0.875915,0.87608,0.872383,0.872651,0.872651,0
25/8/2023,0.872537,0.886057,0.866761,0.88563,0.88563,44
26/8/2023,0.885613,0.886008,0.872722,0.872722,0.872722,0
27/8/2023,0.872722,0.876158,0.867815,0.875625,0.875625,98
28/8/2023,0.875621,0.876036,0.867275,0.867518,0.867518,14
29/8/2023,0.867452,0.875815,0.867452,0.875199,0.875199,0
30/8/2023,0.875193,0.875714,0.874872,0.875209,0.875209,0
31/8/2023,0.875223,0.880525,0.874809,0.87961,0.87961,13
1/9/2023,0.879718,0.881,0.869406,0.86982,0.86982,10
2/9/2023,0.869885,0.870201,0.863769,0.867202,0.867202,27
3/9/2023,0.867202,0.875989,0.867202,0.875628,0.875628,3
4/9/2023,0.875587,0.875603,0.874923,0.875133,0.875133,0
5/9/2023,0.87513,0.875413,0.874679,0.875047,0.875047,0
6/9/2023,0.87509,0.879878,0.873768,0.879359,0.879359,0
7/9/2023,0.879322,0.879322,0.879322,0.879322,0.879322,0
8/9/2023,0.879322,0.879322,0.879322,0.879322,0.879322,0
9/9/2023,0.879322,0.880039,0.879322,0.879514,0.879514,0
10/9/2023,0.879521,0.879827,0.873888,0.873894,0.873894,1
11/9/2023,0.873926,0.879535,0.867813,0.868095,0.868095,29
12/9/2023,0.868139,0.868586,0.867877,0.868129,0.868129,29
13/9/2023,0.868129,0.88015,0.868129,0.879738,0.879738,0
14/9/2023,0.879692,0.880091,0.879397,0.879507,0.879507,0
15/9/2023,0.879507,0.898136,0.879507,0.898136,0.898136,16
16/9/2023,0.897764,0.897764,0.887629,0.887878,0.887878,8
17/9/2023,0.887878,0.887878,0.887878,0.887878,0.887878,0
21/9/2023,0.898851,0.899219,0.898522,0.898698,0.898698,10
22/9/2023,0.898698,0.906666,0.898698,0.906367,0.906367,0
23/9/2023,0.906327,0.906737,0.906227,0.906361,0.906361,0
24/9/2023,0.906361,0.906361,0.900634,0.900891,0.900891,16
25/9/2023,0.900855,0.903938,0.900356,0.903413,0.903413,0
26/9/2023,0.903445,0.904148,0.891946,0.89214,0.89214,13
27/9/2023,0.892089,0.902105,0.892089,0.901484,0.901484,0
28/9/2023,0.901484,0.901484,0.901484,0.901484,0.901484,0
29/9/2023,0.901484,0.901484,0.901484,0.901484,0.901484,0
30/9/2023,0.901484,0.901484,0.901484,0.901484,0.901484,0
1/10/2023,0.901484,0.903956,0.901484,0.903189,0.903189,5
2/10/2023,0.903219,0.90423,0.903121,0.903703,0.903703,0
3/10/2023,0.903703,0.903703,0.890483,0.890756,0.890756,22
4/10/2023,0.890742,0.902975,0.890488,0.902793,0.902793,0
5/10/2023,0.902839,0.902839,0.902839,0.902839,0.902839,0
6/10/2023,0.902839,0.902839,0.891177,0.891637,0.891637,11
7/10/2023,0.891594,0.891607,0.891594,0.891607,0.891607,0
8/10/2023,0.891607,0.891607,0.891607,0.891607,0.891607,0
9/10/2023,0.891607,0.891607,0.891607,0.891607,0.891607,0
10/10/2023,0.891607,0.899939,0.891607,0.898387,0.898387,0
11/10/2023,0.89834,0.89834,0.896861,0.89708,0.89708,0
12/10/2023,0.897043,0.897043,0.878674,0.878928,0.878928,29
13/10/2023,0.878925,0.890656,0.878925,0.890266,0.890266,0
14/10/2023,0.890216,1.346257,0.890216,1.321882,1.321882,540
15/10/2023,1.321987,1.340545,1.321987,1.337251,1.337251,0
16/10/2023,1.337309,1.340705,1.280845,1.281112,1.281112,205
17/10/2023,1.281112,1.300261,1.280738,1.29667,1.29667,26
18/10/2023,1.296742,1.388491,1.296411,1.387885,1.387885,99
19/10/2023,1.387885,1.388337,1.387583,1.387633,1.387633,30
20/10/2023,1.387633,1.387633,1.38444,1.385111,1.385111,2
21/10/2023,1.384983,1.385144,1.384509,1.384802,1.384802,0
22/10/2023,1.384802,1.401044,1.36614,1.366453,1.366453,75
23/10/2023,1.36678,1.374317,1.366113,1.373501,1.373501,0
24/10/2023,1.373501,1.408982,1.373501,1.408171,1.408171,37
25/10/2023,1.408206,1.415357,1.408125,1.408337,1.408337,0
26/10/2023,1.408421,1.442207,1.407782,1.431338,1.431338,14
27/10/2023,1.431434,1.536838,1.309343,1.500759,1.500759,2613
28/10/2023,1.500721,1.517694,1.500319,1.516874,1.516874,12
29/10/2023,1.516923,1.753473,1.516923,1.74631,1.74631,281
30/10/2023,1.746117,1.746752,1.727241,1.736401,1.736401,43
31/10/2023,1.736452,1.737069,1.735904,1.736119,1.736119,0
1/11/2023,1.736119,1.744386,1.736119,1.738283,1.738283,0
2/11/2023,1.738459,2.988547,1.728889,2.987165,2.987165,2549
3/11/2023,2.987085,2.988621,2.970302,2.972228,2.972228,4
4/11/2023,2.972234,3.021942,2.971641,3.020503,3.020503,0
5/11/2023,3.020533,3.896832,3.020334,3.804525,3.804525,118
6/11/2023,3.8041,3.846894,3.8041,3.829683,3.829683,8
7/11/2023,3.829684,3.915724,3.789663,3.846449,3.846449,41
8/11/2023,3.846837,3.873804,3.719486,3.721184,3.721184,0
9/11/2023,3.721139,3.859635,3.720187,3.856656,3.856656,1
10/11/2023,3.856283,3.895659,3.395816,3.894426,3.894426,123
11/11/2023,3.894006,3.89576,3.893346,3.895392,3.895392,0
12/11/2023,3.895392,3.895392,3.895392,3.895392,3.895392,0
13/11/2023,3.895392,3.929147,3.79968,3.801008,3.801008,14
14/11/2023,3.801122,3.842245,3.799548,3.833336,3.833336,3
15/11/2023,3.833294,3.833649,3.832996,3.833197,3.833197,3
16/11/2023,3.833197,3.915236,3.833197,3.914027,3.914027,4
17/11/2023,3.913643,3.916175,3.866593,3.86733,3.86733,4
